timestamp,a100_timestamp,a100_sensor_id,a100_channel,a100_pressure_value,a100_status,a200_timestamp,a200_sensor_id,a200_channel,a200_pressure_value,a200_status,chiller_timestamp,chiller_current_temperature,chiller_set_temperature,chiller_status
2025-09-15 14:17:17.667700,2025-09-15 14:17:17.719714,A100,1,1016.9999999999999,OK,2025-09-15 14:17:17.782728,A200,2,892.6,OK,2025-09-15 14:17:17.786730,17.19,16.0,OK
2025-09-15 14:17:18.294921,2025-09-15 14:17:18.342931,A100,1,1018.0,OK,2025-09-15 14:17:18.406945,A200,2,891.3000000000001,OK,2025-09-15 14:17:18.410946,17.19,16.0,OK
2025-09-15 14:17:18.919183,2025-09-15 14:17:18.982200,A100,1,1016.9999999999999,OK,2025-09-15 14:17:19.030211,A200,2,892.0999999999999,OK,2025-09-15 14:17:19.034212,17.19,16.0,OK
2025-09-15 14:17:19.541654,2025-09-15 14:17:19.606669,A100,1,1016.9999999999999,OK,2025-09-15 14:17:19.654680,A200,2,891.6,OK,2025-09-15 14:17:19.657680,17.19,16.0,OK
2025-09-15 14:17:20.164263,2025-09-15 14:17:20.214274,A100,1,1016.9999999999999,OK,2025-09-15 14:17:20.278288,A200,2,890.6,OK,2025-09-15 14:17:20.282290,17.2,16.0,OK
2025-09-15 14:17:20.784700,2025-09-15 14:17:20.837678,A100,1,1016.9999999999999,OK,2025-09-15 14:17:20.885689,A200,2,890.6,OK,2025-09-15 14:17:20.889690,17.2,16.0,OK
2025-09-15 14:17:21.391006,2025-09-15 14:17:21.446018,A100,1,1016.9999999999999,OK,2025-09-15 14:17:21.509032,A200,2,892.9,OK,2025-09-15 14:17:21.513033,17.2,16.0,OK
2025-09-15 14:17:22.014428,2025-09-15 14:17:22.069441,A100,1,1018.0,OK,2025-09-15 14:17:22.117451,A200,2,892.8000000000001,OK,2025-09-15 14:17:22.120452,17.2,16.0,OK
2025-09-15 14:17:22.622581,2025-09-15 14:17:22.676593,A100,1,1016.9999999999999,OK,2025-09-15 14:17:22.740607,A200,2,892.6,OK,2025-09-15 14:17:22.744608,17.2,16.0,OK
2025-09-15 14:17:23.246738,2025-09-15 14:17:23.300751,A100,1,1016.9999999999999,OK,2025-09-15 14:17:23.364764,A200,2,892.2,OK,2025-09-15 14:17:23.368765,17.2,16.0,OK
2025-09-15 14:17:23.884924,2025-09-15 14:17:23.939932,A100,1,1016.9999999999999,OK,2025-09-15 14:17:23.988943,A200,2,892.9,OK,2025-09-15 14:17:23.991943,17.2,16.0,OK
2025-09-15 14:17:24.493118,2025-09-15 14:17:24.548131,A100,1,1016.9999999999999,OK,2025-09-15 14:17:24.612161,A200,2,892.8000000000001,OK,2025-09-15 14:17:24.616184,17.2,16.0,OK
2025-09-15 14:17:25.131312,2025-09-15 14:17:25.187403,A100,1,1016.9999999999999,OK,2025-09-15 14:17:25.251412,A200,2,893.0999999999999,OK,2025-09-15 14:17:25.255413,17.2,16.0,OK
2025-09-15 14:17:25.767382,2025-09-15 14:17:25.811392,A100,1,1016.9999999999999,OK,2025-09-15 14:17:25.875406,A200,2,893.9,OK,2025-09-15 14:17:25.878407,17.2,16.0,OK
2025-09-15 14:17:26.389142,2025-09-15 14:17:26.451173,A100,1,1016.9999999999999,OK,2025-09-15 14:17:26.499184,A200,2,893.0999999999999,OK,2025-09-15 14:17:26.503185,17.2,16.0,OK
2025-09-15 14:17:27.012374,2025-09-15 14:17:27.075388,A100,1,1016.9999999999999,OK,2025-09-15 14:17:27.123399,A200,2,893.0999999999999,OK,2025-09-15 14:17:27.126399,17.2,16.0,OK
2025-09-15 14:17:27.636591,2025-09-15 14:17:27.698605,A100,1,1018.0,OK,2025-09-15 14:17:27.746886,A200,2,894.3,OK,2025-09-15 14:17:27.750888,17.2,16.0,OK
2025-09-15 14:17:28.258930,2025-09-15 14:17:28.322951,A100,1,1016.9999999999999,OK,2025-09-15 14:17:28.386959,A200,2,894.9,OK,2025-09-15 14:17:28.390960,17.2,16.0,OK
2025-09-15 14:17:28.899074,2025-09-15 14:17:28.946084,A100,1,1016.9999999999999,OK,2025-09-15 14:17:29.010076,A200,2,893.9,OK,2025-09-15 14:17:29.013077,17.2,16.0,OK
2025-09-15 14:17:29.522643,2025-09-15 14:17:29.585661,A100,1,1016.9999999999999,OK,2025-09-15 14:17:29.633672,A200,2,894.0,OK,2025-09-15 14:17:29.637673,17.2,16.0,OK
2025-09-15 14:17:30.146097,2025-09-15 14:17:30.210112,A100,1,1016.9999999999999,OK,2025-09-15 14:17:30.258122,A200,2,894.5,OK,2025-09-15 14:17:30.262123,17.2,16.0,OK
2025-09-15 14:17:30.768236,2025-09-15 14:17:30.833252,A100,1,1016.9999999999999,OK,2025-09-15 14:17:30.881261,A200,2,893.6,OK,2025-09-15 14:17:30.885262,17.2,16.0,OK
2025-09-15 14:17:31.391848,2025-09-15 14:17:31.440859,A100,1,1016.9999999999999,OK,2025-09-15 14:17:31.488870,A200,2,893.3,OK,2025-09-15 14:17:31.492870,17.2,16.0,OK
2025-09-15 14:17:31.998337,2025-09-15 14:17:32.064352,A100,1,1016.9999999999999,OK,2025-09-15 14:17:32.113363,A200,2,894.2,OK,2025-09-15 14:17:32.116364,17.2,16.0,OK
2025-09-15 14:17:32.619987,2025-09-15 14:17:32.672999,A100,1,1016.9999999999999,OK,2025-09-15 14:17:32.737014,A200,2,893.6,OK,2025-09-15 14:17:32.740014,17.2,16.0,OK
2025-09-15 14:17:33.243528,2025-09-15 14:17:33.296540,A100,1,1016.0,OK,2025-09-15 14:17:33.344550,A200,2,892.6,OK,2025-09-15 14:17:33.347551,17.2,16.0,OK
2025-09-15 14:17:33.848788,2025-09-15 14:17:33.903800,A100,1,1016.9999999999999,OK,2025-09-15 14:17:33.967814,A200,2,894.6999999999999,OK,2025-09-15 14:17:33.971815,17.2,16.0,OK
2025-09-15 14:17:34.484676,2025-09-15 14:17:34.543689,A100,1,1016.9999999999999,OK,2025-09-15 14:17:34.591699,A200,2,894.2,OK,2025-09-15 14:17:34.595701,17.2,16.0,OK
2025-09-15 14:17:35.107823,2025-09-15 14:17:35.167893,A100,1,1016.9999999999999,OK,2025-09-15 14:17:35.215910,A200,2,894.0,OK,2025-09-15 14:17:35.219911,17.2,16.0,OK
2025-09-15 14:17:35.730209,2025-09-15 14:17:35.791227,A100,1,1016.9999999999999,OK,2025-09-15 14:17:35.855243,A200,2,893.6,OK,2025-09-15 14:17:35.858586,17.2,16.0,OK
2025-09-15 14:17:36.368764,2025-09-15 14:17:36.415775,A100,1,1016.9999999999999,OK,2025-09-15 14:17:36.478789,A200,2,894.0,OK,2025-09-15 14:17:36.481789,17.2,16.0,OK
2025-09-15 14:17:36.992953,2025-09-15 14:17:37.054967,A100,1,1016.9999999999999,OK,2025-09-15 14:17:37.102977,A200,2,894.9,OK,2025-09-15 14:17:37.105978,17.2,16.0,OK
2025-09-15 14:17:37.616375,2025-09-15 14:17:37.678427,A100,1,1016.9999999999999,OK,2025-09-15 14:17:37.726433,A200,2,894.2,OK,2025-09-15 14:17:37.729434,17.2,16.0,OK
2025-09-15 14:17:38.238699,2025-09-15 14:17:38.301713,A100,1,1016.9999999999999,OK,2025-09-15 14:17:38.349724,A200,2,893.6999999999999,OK,2025-09-15 14:17:38.353724,17.2,16.0,OK
2025-09-15 14:17:38.862856,2025-09-15 14:17:38.925870,A100,1,1016.9999999999999,OK,2025-09-15 14:17:38.989884,A200,2,894.9999999999999,OK,2025-09-15 14:17:38.993885,17.2,16.0,OK
